Rank,Player_ID,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Minutes,90s,Goals,Assists,G+A,G-PK,PK,PK_Att,Y_Card,R_Card,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgPR,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90
2334,2334,Renato Sanches,ESP,MF,Roma,Serie A,27,1996,7,1,146,1.6,1,0,1,1,0,0,2,0,1,1,1.9,2.9,49,84,103,0.62,0,0.62,0.62,0.62,0.04,0.08,0.11,0.04,0.11
2335,2335,Ricard Sánchez,ESP,DF,Granada,La Liga,19,2003,33,25,2295,25.5,3,0,3,3,0,0,8,0,3.2,2.5,3.1,5.6,16,53,58,0.12,0,0.12,0.12,0.12,0.38,0.37,0.75,0.29,0.66
2336,2336,Alexis Sánchez,ESP,"FW,MF",Inter,Serie A,22,2000,23,6,763,8.5,2,5,7,1,1,1,0,0,2.5,2.5,0.8,3.3,35,57,61,0.24,0.59,0.83,0.12,0.71,0.16,0.05,0.21,0.16,0.21
2337,2337,Antonio Sánchez,ENG,MF,Mallorca,La Liga,25,1997,29,21,1452,16.1,3,1,4,3,0,0,3,0,0.1,0.1,0,0.1,0,2,0,0.19,0.06,0.25,0.19,0.25,0.14,0,0.14,0.14,0.14
2338,2338,Davinson Sánchez,ENG,DF,Tottenham,Premier League,23,2000,1,0,77,0.9,0,0,0,0,0,0,1,0,0.9,0.9,1.1,2,42,50,112,0,0,0,0,0,0.07,0.09,0.15,0.07,0.15
2339,2339,Juanlu Sánchez,BRA,DF,Sevilla,La Liga,23,2000,26,11,1181,13.1,0,2,2,0,0,0,2,0,0.5,0.5,2.7,3.2,41,74,67,0,0.15,0.15,0,0.15,0.02,0.14,0.16,0.02,0.16
2340,2340,Manu Sánchez,SEN,"DF,MF",Celta Vigo,La Liga,32,1991,26,20,1775,19.7,0,5,5,0,0,0,3,0,0,0,0,0,0,1,0,0,0.25,0.25,0,0.25,0,0,0,0,0
2341,2341,Robert Sánchez,GER,GK,Chelsea,Premier League,18,2005,16,16,1433,15.9,0,0,0,0,0,0,2,0,0,0,0.1,0.1,10,4,5,0,0,0,0,0,0,0.06,0.06,0,0.06
2342,2342,Jadon Sancho,SEN,"FW,MF",Manchester Utd,Premier League,27,1996,3,0,79,0.9,0,0,0,0,0,0,0,0,0.7,0.7,3,3.7,61,62,114,0,0,0,0,0,0.07,0.28,0.35,0.07,0.35
2343,2343,Jadon Sancho,SEN,"FW,MF",Dortmund,Bundesliga,19,2004,14,11,947,10.5,2,2,4,2,0,0,1,0,0.4,0.4,0.9,1.3,16,43,9,0.19,0.19,0.38,0.19,0.38,0.05,0.11,0.16,0.05,0.16
2344,2344,Alex Sandro,CIV,DF,Juventus,Serie A,21,2002,16,8,721,8,1,0,1,1,0,0,1,0,0.7,0.7,0,0.7,6,7,8,0.12,0,0.12,0.12,0.12,0.49,0.03,0.51,0.49,0.51
2345,2345,Ibou Sané,FRA,"MF,FW",Metz,Ligue 1,25,1997,9,0,128,1.4,1,0,1,1,0,0,1,0,10.9,10.9,10.8,21.8,121,113,274,0.7,0,0.7,0.7,0.7,0.46,0.46,0.92,0.46,0.92
2346,2346,Leroy Sané,ITA,FW,Bayern Munich,Bundesliga,28,1994,27,25,2137,23.7,8,11,19,8,0,0,4,0,0.4,0.4,0,0.4,8,19,8,0.34,0.46,0.8,0.34,0.8,0.04,0,0.04,0.04,0.04
2347,2347,Sadibou Sané,FRA,DF,Metz,Ligue 1,31,1991,14,9,846,9.4,0,0,0,0,0,0,1,0,0.9,0.9,1.2,2.1,20,107,27,0,0,0,0,0,0.03,0.04,0.07,0.03,0.07
2348,2348,Arouna Sangante,ESP,DF,Le Havre,Ligue 1,28,1995,30,30,2687,29.9,0,0,0,0,0,0,8,0,0.6,0.6,0.4,1,5,44,7,0,0,0,0,0,0.06,0.03,0.09,0.06,0.09
2349,2349,Ibrahim Sangaré,BRA,MF,Nott'ham Forest,Premier League,19,2004,17,13,1035,11.5,0,0,0,0,0,0,6,0,3.3,3.3,4,7.3,57,75,98,0,0,0,0,0,0.15,0.18,0.33,0.15,0.33
2350,2350,Morgan Sanson,BRA,MF,Nice,Ligue 1,19,2004,29,24,1964,21.8,2,3,5,2,0,0,4,0,2.8,2.8,1.3,4.1,15,36,75,0.09,0.14,0.23,0.09,0.23,0.33,0.15,0.48,0.33,0.48
2351,2351,Nicola Sansone,POR,"FW,MF",Lecce,Serie A,19,2004,25,4,767,8.5,2,2,4,2,0,0,4,0,1.9,1.9,0.6,2.5,13,134,36,0.23,0.23,0.47,0.23,0.47,0.09,0.03,0.12,0.09,0.12
2352,2352,Baptiste Santamaria,ESP,MF,Rennes,Ligue 1,21,2002,30,22,1926,21.4,0,1,1,0,0,0,3,0,0.6,0.6,0.4,1,5,15,12,0,0.05,0.05,0,0.05,0.08,0.05,0.14,0.08,0.14
2353,2353,Jesús Santiago,ITA,MF,Getafe,La Liga,18,2004,14,8,656,7.3,1,0,1,1,0,0,4,0,0.1,0.1,0,0.1,0,0,0,0.14,0,0.14,0.14,0.14,0.64,0,0.64,0.64,0.64
2354,2354,Andrey Santos,ESP,MF,Nott'ham Forest,Premier League,31,1991,1,0,8,0.1,0,0,0,0,0,0,0,0,1,1,1,2,5,48,15,0,0,0,0,0,0.11,0.11,0.21,0.11,0.21
2355,2355,Andrey Santos,SWE,MF,Strasbourg,Ligue 1,31,1992,11,9,831,9.2,1,0,1,1,0,0,4,0,1.4,1.4,2.3,3.6,89,105,137,0.11,0,0.11,0.11,0.11,0.05,0.09,0.14,0.05,0.14
2356,2356,Tiago Santos,SWE,DF,Lille,Ligue 1,22,2001,29,26,2365,26.3,1,2,3,1,0,0,6,0,0,0,0,0,0,0,0,0.04,0.08,0.11,0.04,0.11,0,0,0,0,0
2357,2357,Paco Sanz,SEN,DF,Almería,La Liga,22,2001,1,0,24,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,12,14,32,0,0,0,0,0,0.03,0.04,0.07,0.03,0.07
2358,2358,Riccardo Saponara,SEN,"FW,MF",Hellas Verona,Serie A,31,1992,12,3,342,3.8,0,0,0,0,0,0,0,0,5.5,3.9,5.9,9.8,41,109,137,0,0,0,0,0,0.28,0.3,0.59,0.2,0.5
2359,2359,Pablo Sarabia,FRA,"MF,FW",Wolves,Premier League,25,1998,30,20,1745,19.4,4,7,11,2,2,2,5,0,0.3,0.3,0.2,0.5,3,1,8,0.21,0.36,0.57,0.1,0.46,0.31,0.14,0.45,0.31,0.45
2360,2360,Amin Sarr,URU,"FW,MF",Lyon,Ligue 1,17,2005,3,1,98,1.1,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.7,3,12,26,0,0,0,0,0,0.13,0.04,0.17,0.13,0.17
2361,2361,Amin Sarr,FRA,"FW,MF",Wolfsburg,Bundesliga,22,2001,14,2,386,4.3,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,3,2,4,0,0,0,0,0,0.19,0,0.19,0.19,0.19
2362,2362,Bouna Sarr,MNE,DF,Bayern Munich,Bundesliga,31,1991,2,1,106,1.2,0,0,0,0,0,0,0,0,3.2,3.2,2.5,5.7,49,36,152,0,0,0,0,0,0.2,0.15,0.35,0.2,0.35
2363,2363,Ismaila Sarr,BRA,"FW,MF",Marseille,Ligue 1,32,1991,23,15,1447,16.1,3,4,7,3,0,0,1,0,0,0,0,0,0,0,0,0.19,0.25,0.44,0.19,0.44,0,0,0,0,0
2364,2364,Mamadou Sarr,CYP,DF,Lyon,Ligue 1,19,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,6.1,6.1,2.9,9,28,37,121,0,0,0,0,0,0.29,0.14,0.43,0.29,0.43
2365,2365,Martin Satriano,GEO,FW,Brest,Ligue 1,17,2005,33,21,1864,20.7,4,4,8,4,0,0,4,0,9.1,3.6,6.9,10.5,39,224,108,0.19,0.19,0.39,0.19,0.39,0.29,0.22,0.52,0.12,0.34
2366,2366,Téji Savanier,USA,MF,Montpellier,Ligue 1,21,2002,32,32,2765,30.7,9,6,15,2,7,7,8,1,0.3,0.3,0.1,0.5,14,66,2,0.29,0.2,0.49,0.07,0.26,0.02,0.01,0.03,0.02,0.03
2367,2367,Stefan Savić,ITA,DF,Atlético Madrid,La Liga,20,2002,23,19,1630,18.1,0,0,0,0,0,0,7,1,6.1,6.1,7.9,14,181,93,372,0,0,0,0,0,0.18,0.24,0.42,0.18,0.42
2368,2368,Sávio,ITA,"FW,MF",Girona,La Liga,19,2003,37,35,2976,33.1,9,10,19,9,0,0,5,0,0.2,0.2,0,0.2,0,1,1,0.27,0.3,0.57,0.27,0.57,0.51,0,0.51,0.51,0.51
2369,2369,Zanos Savva,ENG,"DF,MF",Torino,Serie A,24,1999,2,0,28,0.3,1,0,1,1,0,0,0,0,0.2,0.2,0,0.2,0,8,0,3.21,0,3.21,3.21,3.21,0.04,0.01,0.05,0.04,0.05
2370,2370,Saba Sazonov,GER,DF,Torino,Serie A,19,2004,12,2,356,4,0,0,0,0,0,0,2,0,0.6,0.6,1.4,1.9,39,75,75,0,0,0,0,0,0.02,0.06,0.08,0.02,0.08
2371,2371,Joe Scally,HUN,DF,Gladbach,Bundesliga,21,2001,31,25,2236,24.8,1,4,5,1,0,0,4,0,1.4,1.4,1.1,2.5,30,116,33,0.04,0.16,0.2,0.04,0.2,0.05,0.04,0.09,0.05,0.09
2372,2372,Giorgio Scalvini,SUI,DF,Atalanta,Serie A,24,1999,33,31,2544,28.3,1,3,4,1,0,0,3,0,6.5,6.5,3.9,10.5,22,41,167,0.04,0.11,0.14,0.04,0.14,0.4,0.24,0.65,0.4,0.65
2373,2373,Gianluca Scamacca,CZE,FW,Atalanta,Serie A,31,1991,29,17,1453,16.1,12,6,18,12,0,0,1,0,0,0,0,0,0,1,4,0.74,0.37,1.11,0.74,1.11,0,0,0,0,0
2374,2374,Dane Scarlett,GER,FW,Tottenham,Premier League,27,1996,4,0,22,0.2,0,0,0,0,0,0,0,0,1.2,1.2,0.7,1.9,8,9,23,0,0,0,0,0,0.32,0.19,0.52,0.32,0.52
2375,2375,Kevin Schade,AUT,"FW,MF",Brentford,Premier League,29,1994,11,3,333,3.7,2,1,3,2,0,0,0,0,1.8,1.8,1.5,3.2,37,59,71,0.54,0.27,0.81,0.54,0.81,0.13,0.11,0.24,0.13,0.24
2376,2376,András Schäfer,GER,MF,Union Berlin,Bundesliga,25,1997,20,14,1214,13.5,1,2,3,1,0,0,1,1,2.5,2.5,0.7,3.3,28,133,20,0.07,0.15,0.22,0.07,0.22,0.07,0.02,0.1,0.07,0.1
2377,2377,Fabian Schär,GER,DF,Newcastle Utd,Premier League,26,1997,36,35,3054,33.9,4,1,5,4,0,0,5,0,6,5.3,1,6.2,7,17,88,0.12,0.03,0.15,0.12,0.15,0.51,0.08,0.59,0.44,0.53
2378,2378,Patrik Schick,GHA,FW,Leverkusen,Bundesliga,23,1999,20,12,1063,11.8,7,0,7,6,1,1,1,0,0.6,0.6,0.9,1.5,1,2,12,0.59,0,0.59,0.51,0.51,0.34,0.51,0.85,0.34,0.85
2379,2379,Stefan Schimmer,AUT,"MF,FW",Heidenheim,Bundesliga,30,1992,16,0,153,1.7,0,1,1,0,0,0,0,0,1.1,1.1,2.6,3.6,73,230,45,0,0.59,0.59,0,0.59,0.04,0.09,0.13,0.04,0.13
2380,2380,Xaver Schlager,GER,MF,RB Leipzig,Bundesliga,23,2000,29,29,2477,27.5,0,5,5,0,0,0,7,0,2,2,0.6,2.7,9,93,15,0,0.18,0.18,0,0.18,0.08,0.03,0.11,0.08,0.11
2381,2381,Keven Schlotterbeck,GER,DF,Bochum,Bundesliga,21,2002,27,24,2185,24.3,5,1,6,5,0,0,9,0,3,3,1.9,4.9,55,186,11,0.21,0.04,0.25,0.21,0.25,0.1,0.06,0.15,0.1,0.15
2382,2382,Nico Schlotterbeck,GER,DF,Dortmund,Bundesliga,25,1998,33,32,2859,31.8,2,1,3,2,0,0,4,0,1.8,1.8,2.3,4.1,20,33,52,0.06,0.03,0.09,0.06,0.09,0.12,0.15,0.27,0.12,0.27
2383,2383,Jeffrey Schlupp,GER,"FW,MF",Crystal Palace,Premier League,28,1994,29,17,1352,15,2,2,4,2,0,0,1,0,5.2,5.2,6.3,11.5,75,144,165,0.13,0.13,0.27,0.13,0.27,0.18,0.22,0.4,0.18,0.4
2384,2384,Romano Schmid,GER,"MF,FW",Werder Bremen,Bundesliga,29,1994,33,30,2601,28.9,4,6,10,4,0,0,5,0,0,0,0.1,0.1,2,4,3,0.14,0.21,0.35,0.14,0.35,0.02,0.09,0.12,0.02,0.12
2385,2385,Kenneth Schmidt,GER,DF,Freiburg,Bundesliga,24,1999,5,0,68,0.8,0,0,0,0,0,0,0,0,1.2,1.2,2.4,3.6,20,106,43,0,0,0,0,0,0.09,0.17,0.26,0.09,0.26
2386,2386,Niklas Schmidt,NED,MF,Toulouse,Ligue 1,30,1993,22,15,1269,14.1,1,1,2,1,0,0,4,0,0.2,0.2,0.3,0.5,27,70,47,0.07,0.07,0.14,0.07,0.14,0.02,0.02,0.04,0.02,0.04
2387,2387,Benno Schmitz,GER,DF,Köln,Bundesliga,23,1999,22,13,1155,12.8,0,1,1,0,0,0,5,0,0.2,0.2,0.1,0.3,6,15,9,0,0.08,0.08,0,0.08,0.08,0.02,0.11,0.08,0.11
2388,2388,Fabian Schnellhardt,GER,MF,Darmstadt 98,Bundesliga,28,1995,10,2,235,2.6,0,0,0,0,0,0,1,0,1.1,1.1,1.5,2.6,16,72,32,0,0,0,0,0,0.05,0.07,0.12,0.05,0.12
2389,2389,Jan Schöppner,ENG,MF,Heidenheim,Bundesliga,31,1992,26,23,1998,22.2,2,2,4,2,0,0,3,0,0,0,0,0,0,5,0,0.09,0.09,0.18,0.09,0.18,0,0,0,0,0
2390,2390,Marcel Schuhen,ITA,GK,Darmstadt 98,Bundesliga,19,2003,31,31,2790,31,0,0,0,0,0,0,2,0,0.7,0.7,0,0.7,9,19,4,0,0,0,0,0,0.08,0,0.08,0.08,0.08
2391,2391,Perr Schuurs,MTQ,DF,Torino,Serie A,27,1996,9,9,770,8.6,1,0,1,1,0,0,2,0,0,0,0.1,0.1,0,3,0,0.12,0,0.12,0.12,0.12,0,0,0,0,0
2392,2392,Marvin Schwäbe,ESP,GK,Köln,Bundesliga,20,2003,34,34,3060,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2393,2393,Alexander Schwolow,SEN,GK,Union Berlin,Bundesliga,19,2004,1,1,90,1,0,0,0,0,0,0,0,0,0.7,0.7,1.7,2.4,24,50,35,0,0,0,0,0,0.06,0.15,0.22,0.06,0.22
2394,2394,Alex Scott,SEN,MF,Bournemouth,Premier League,22,2001,23,11,1014,11.3,1,1,2,1,0,0,3,0,0,0,0,0,0,1,0,0.09,0.09,0.18,0.09,0.18,0,0,0,0,0
2395,2395,Simone Scuffet,SRB,GK,Cagliari,Serie A,22,2001,31,31,2789,31,0,0,0,0,0,0,3,0,1,1,0,1,13,6,39,0,0,0,0,0,0.21,0.01,0.22,0.21,0.22
2396,2396,Jérémy Sebas,GHA,"FW,MF",Strasbourg,Ligue 1,31,1991,14,2,399,4.4,2,0,2,2,0,0,0,0,0,0,0.1,0.1,1,3,1,0.45,0,0.45,0.45,0.45,0.02,0.07,0.1,0.02,0.1
2397,2397,Manuel Sebastián,GHA,MF,Sevilla,La Liga,23,2000,4,1,117,1.3,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.5,23,12,25,0,0,0,0,0,0.07,0.03,0.1,0.07,0.1
2398,2398,Demba Seck,AUT,MF,Torino,Serie A,23,2000,9,5,425,4.7,0,0,0,0,0,0,1,0,1.1,1.1,0.3,1.4,11,9,23,0,0,0,0,0,0.34,0.1,0.44,0.34,0.44
2399,2399,Demba Seck,ITA,"FW,MF",Frosinone,Serie A,22,2001,11,3,298,3.3,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,6,26,1,0,0,0,0,0,0.03,0.01,0.03,0.03,0.03
2400,2400,Aleksandar Sedlar,GER,DF,Alavés,La Liga,21,2002,11,11,946,10.5,1,0,1,1,0,0,2,0,0.2,0.2,0.1,0.3,14,23,24,0.1,0,0.1,0.1,0.1,0.04,0.01,0.05,0.04,0.05
2401,2401,Alidu Seidu,BEL,DF,Rennes,Ligue 1,28,1995,11,7,593,6.6,0,0,0,0,0,0,3,0,0.1,0.1,0.7,0.7,16,33,3,0,0,0,0,0,0.01,0.05,0.06,0.01,0.06
2402,2402,Alidu Seidu,BEL,DF,Clermont Foot,Ligue 1,31,1992,14,13,1131,12.6,0,1,1,0,0,0,5,1,0,0,0.3,0.3,3,33,4,0,0.08,0.08,0,0.08,0,0.04,0.04,0,0.04
2403,2403,Nicolas Seiwald,POR,MF,RB Leipzig,Bundesliga,31,1992,21,6,718,8,0,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0.25,0.25,0,0.25,0,0,0,0,0
2404,2404,Nikola Sekulov,POR,FW,Juventus,Serie A,29,1993,1,0,11,0.1,0,0,0,0,0,0,0,0,4.8,4.8,0.4,5.2,9,17,46,0,0,0,0,0,0.34,0.03,0.37,0.34,0.37
2405,2405,Davie Selke,GHA,FW,Köln,Bundesliga,18,2005,19,16,1265,14.1,6,0,6,6,0,0,3,0,0,0,0.1,0.1,0,0,0,0.43,0,0.43,0.43,0.43,0,0,0,0,0
2406,2406,Matz Sels,TOG,GK,Nott'ham Forest,Premier League,23,2000,16,16,1440,16,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.03
2407,2407,Matz Sels,ARG,GK,Strasbourg,Ligue 1,22,2001,19,19,1710,19,0,0,0,0,0,0,2,0,1.3,1.3,1.7,3,103,138,150,0,0,0,0,0,0.04,0.05,0.09,0.04,0.09
2408,2408,Nélson Semedo,ITA,"DF,MF",Wolves,Premier League,26,1997,36,36,3084,34.3,0,1,1,0,0,0,10,1,0,0,0,0,1,0,0,0,0.03,0.03,0,0.03,0,0,0,0,0
2409,2409,Vivaldo Semedo,GER,FW,Udinese,Serie A,27,1995,1,0,12,0.1,0,0,0,0,0,0,0,0,4.6,4.6,3.2,7.8,89,64,188,0,0,0,0,0,0.2,0.14,0.34,0.2,0.34
2410,2410,Antoine Semenyo,SVN,FW,Bournemouth,Premier League,26,1997,33,25,2105,23.4,8,2,10,8,0,0,6,0,1.2,1.2,2.8,4,48,74,81,0.34,0.09,0.43,0.34,0.43,0.05,0.12,0.17,0.05,0.17
2411,2411,Marvin Senaya,GER,"DF,MF",Strasbourg,Ligue 1,20,2003,32,23,2138,23.8,1,1,2,1,0,0,5,1,2,2,1.7,3.7,31,127,4,0.04,0.04,0.08,0.04,0.08,0.08,0.07,0.15,0.08,0.15
2412,2412,Marcos Senesi,GER,DF,Bournemouth,Premier League,23,2000,31,26,2242,24.9,4,5,9,4,0,0,13,0,0.1,0.1,0.1,0.2,3,3,4,0.16,0.2,0.36,0.16,0.36,0.16,0.25,0.42,0.16,0.42
2413,2413,Stefano Sensi,ROU,MF,Inter,Serie A,27,1996,4,0,46,0.5,0,1,1,0,0,0,0,0,1,1,1.4,2.4,20,68,36,0,1.96,1.96,0,1.96,0.05,0.07,0.13,0.05,0.13
2414,2414,Suat Serdar,ITA,MF,Hellas Verona,Serie A,18,2004,25,19,1659,18.4,0,2,2,0,0,0,7,0,7.7,7.7,1.1,8.8,21,22,98,0,0.11,0.11,0,0.11,0.45,0.07,0.52,0.45,0.52
2415,2415,Benjamin Šeško,ENG,FW,RB Leipzig,Bundesliga,30,1992,31,17,1526,17,14,2,16,14,0,0,0,0,2.9,2.9,1.3,4.2,29,51,48,0.83,0.12,0.94,0.83,0.94,0.25,0.12,0.37,0.25,0.37
2416,2416,Kevin Sessa,ENG,"MF,FW",Heidenheim,Bundesliga,28,1995,30,7,1011,11.2,3,0,3,3,0,0,1,0,1,1,0.7,1.7,7,10,35,0.27,0,0.27,0.27,0.27,0.15,0.1,0.25,0.15,0.25
2417,2417,Aaron Seydel,UZB,FW,Darmstadt 98,Bundesliga,32,1991,16,5,619,6.9,1,0,1,1,0,0,1,0,0,0,0.1,0.1,1,1,2,0.15,0,0.15,0.15,0.15,0,0.26,0.26,0,0.26
2418,2418,Andres Sfait,ALB,"DF,MF",Salernitana,Serie A,28,1995,2,0,23,0.3,0,0,0,0,0,0,0,0,2.5,2.5,2.3,4.8,46,44,131,0,0,0,0,0,0.13,0.12,0.25,0.13,0.25
2419,2419,Stephan El Shaarawy,FRA,"FW,DF",Roma,Serie A,20,2003,33,19,1738,19.3,3,4,7,3,0,0,2,0,0,0,1,1,10,45,30,0.16,0.21,0.36,0.16,0.36,0,0.09,0.1,0,0.1
2420,2420,Luke Shaw,SUI,DF,Manchester Utd,Premier League,28,1995,12,12,959,10.7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2421,2421,James Shea,GER,GK,Luton Town,Premier League,27,1995,1,0,15,0.2,0,0,0,0,0,0,0,0,3.5,3.5,1.7,5.2,12,18,52,0,0,0,0,0,0.34,0.16,0.5,0.34,0.5
2422,2422,Eldor Shomurodov,FRA,"FW,MF",Cagliari,Serie A,23,2000,22,10,936,10.4,3,3,6,3,0,0,1,0,0.4,0.4,0.5,0.9,3,6,32,0.29,0.29,0.58,0.29,0.58,0.09,0.1,0.2,0.09,0.2
2423,2423,Steven Shpendi,POR,"FW,MF",Empoli,Serie A,21,2002,12,4,411,4.6,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0.22,0.22,0,0.22,0.12,0,0.12,0.12,0.12
2424,2424,Sofiane Sidi Ali,POR,MF,Marseille,Ligue 1,27,1995,2,0,18,0.2,0,0,0,0,0,0,0,0,5.9,1.9,2.3,4.2,17,135,73,0,0,0,0,0,0.23,0.09,0.33,0.08,0.17
2425,2425,Vincent Sierro,BRA,MF,Toulouse,Ligue 1,28,1994,30,25,2261,25.1,6,2,8,2,4,5,8,0,0.2,0.2,0.5,0.7,12,48,1,0.24,0.08,0.32,0.08,0.16,0.02,0.05,0.07,0.02,0.07
2426,2426,Tim Siersleben,POR,DF,Heidenheim,Bundesliga,26,1997,14,10,910,10.1,0,0,0,0,0,0,1,0,0.6,0.6,0.8,1.4,22,70,58,0,0,0,0,0,0.03,0.04,0.07,0.03,0.07
2427,2427,Kiliann Sildillia,POR,DF,Freiburg,Bundesliga,21,2002,27,20,1806,20.1,0,1,1,0,0,0,2,1,3.3,2.5,0.3,2.8,5,7,44,0,0.05,0.05,0,0.05,0.41,0.04,0.45,0.31,0.35
2428,2428,André Silva,BRA,FW,Real Sociedad,La Liga,29,1994,19,9,729,8.1,3,0,3,2,1,1,1,0,3.7,3.7,7.6,11.3,140,177,260,0.37,0,0.37,0.25,0.25,0.13,0.27,0.4,0.13,0.4
2429,2429,Bernardo Silva,ITA,"MF,FW",Manchester City,Premier League,38,1984,33,29,2578,28.6,6,9,15,6,0,0,8,0,0.2,0.2,1.3,1.5,16,33,54,0.21,0.31,0.52,0.21,0.52,0.03,0.18,0.22,0.03,0.22
2430,2430,Caio Henrique Oliveira Silva,FRA,DF,Monaco,Ligue 1,32,1991,9,7,623,6.9,0,5,5,0,0,0,0,0,1,1,0.2,1.2,5,10,13,0,0.72,0.72,0,0.72,0.35,0.07,0.42,0.35,0.42
2431,2431,Fábio Silva,ARG,FW,Wolves,Premier League,23,2000,8,3,264,2.9,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2432,2432,Rui Silva,ARG,GK,Betis,La Liga,28,1995,28,28,2475,27.5,0,0,0,0,0,0,4,0,0.8,0.8,1,1.8,2,102,5,0,0,0,0,0,0.03,0.04,0.06,0.03,0.06
2433,2433,Thiago Silva,SRB,DF,Chelsea,Premier League,20,2002,31,28,2527,28.1,3,1,4,3,0,0,4,0,0,0,0,0,0,0,0,0.11,0.04,0.14,0.11,0.14,0,0,0,0,0
2434,2434,Marco Silvestri,NGA,GK,Udinese,Serie A,18,2005,17,17,1530,17,0,0,0,0,0,0,0,0,3.9,3.9,3.3,7.2,34,106,76,0,0,0,0,0,0.16,0.14,0.3,0.16,0.3
2435,2435,Mohamed Simakan,ESP,DF,RB Leipzig,Bundesliga,28,1995,32,23,2138,23.8,2,3,5,2,0,0,8,0,3.4,3.4,0.6,3.9,11,13,76,0.08,0.13,0.21,0.08,0.21,0.38,0.06,0.44,0.38,0.44
2436,2436,Giovanni Simeone,NED,FW,Napoli,Serie A,26,1997,28,8,800,8.9,1,0,1,1,0,0,3,0,2.4,1.6,2,3.6,25,24,47,0.11,0,0.11,0.11,0.11,0.34,0.29,0.63,0.23,0.52
2437,2437,Giuliano Simeone,CIV,FW,Alavés,La Liga,20,2003,14,6,630,7,1,2,3,1,0,1,1,0,0.6,0.6,0,0.6,0,6,0,0.14,0.29,0.43,0.14,0.43,0.38,0,0.38,0.38,0.38
2438,2438,Jan-Carlo Simic,COL,DF,Milan,Serie A,22,2000,4,0,146,1.6,1,0,1,1,0,0,0,0,4.1,3.3,3.7,7,146,36,214,0.62,0,0.62,0.62,0.62,0.21,0.18,0.39,0.17,0.35
2439,2439,Moses Simon,NED,"FW,MF",Nantes,Ligue 1,24,1999,22,21,1788,19.9,3,5,8,2,1,1,0,0,0,0,0,0,0,0,0,0.15,0.25,0.4,0.1,0.35,0,0,0,0,0
2440,2440,Unai Simón,BRA,GK,Athletic Club,La Liga,28,1995,36,36,3182,35.4,0,0,0,0,0,0,2,0,8.3,6.7,9.8,16.4,151,187,216,0,0,0,0,0,0.28,0.33,0.61,0.23,0.56
2441,2441,Xavi Simons,BEL,MF,RB Leipzig,Bundesliga,27,1995,32,32,2653,29.5,8,11,19,7,1,2,11,1,0.8,0.8,1,1.9,38,145,31,0.27,0.37,0.64,0.24,0.61,0.03,0.04,0.08,0.03,0.08
2442,2442,Wilfried Singo,MLI,DF,Monaco,Ligue 1,18,2005,25,24,2187,24.3,1,1,2,1,0,0,8,1,2.5,2.5,2.4,5,51,38,85,0.04,0.04,0.08,0.04,0.08,0.33,0.31,0.64,0.33,0.64
2443,2443,Luis Sinisterra,FRA,"FW,MF",Bournemouth,Premier League,25,1997,20,7,699,7.8,2,2,4,2,0,0,0,0,0,0,0,0,3,17,8,0.26,0.26,0.52,0.26,0.52,0,0,0,0,0
2444,2444,Daley Sinkgraven,ESP,DF,Las Palmas,La Liga,33,1989,11,6,388,4.3,0,0,0,0,0,0,0,1,0.2,0.2,0.5,0.7,16,38,8,0,0,0,0,0,0.02,0.05,0.07,0.02,0.07
2445,2445,Jailson Siqueira,GER,"DF,MF",Celta Vigo,La Liga,26,1996,14,9,897,10,0,1,1,0,0,0,1,0,0.9,0.9,0,0.9,7,1,10,0,0.1,0.1,0,0.1,1.27,0.04,1.31,1.27,1.31
2446,2446,Ayanda Sishuba,TUN,"MF,FW",Lens,Ligue 1,26,1996,7,0,62,0.7,0,0,0,0,0,0,0,0,1,1,1.7,2.6,15,88,18,0,0,0,0,0,0.05,0.09,0.14,0.05,0.14
2447,2447,Ibrahima Sissoko,ENG,MF,Strasbourg,Ligue 1,28,1995,27,18,1642,18.2,0,1,1,0,0,0,7,0,1.3,1.3,1.1,2.3,30,74,59,0,0.05,0.05,0,0.05,0.06,0.05,0.12,0.06,0.12
2448,2448,Moussa Sissoko,NOR,MF,Nantes,Ligue 1,22,2000,26,21,1821,20.2,0,0,0,0,0,0,7,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
